dominio;interno;servicios;anioModelo;cantAsientos;empresaNro;cuit;razonSocial;vigenciaHastaInspeccionTecnica;tecnicaNro;tipoTecnica;categoriaAprob;CarroceriaMarca;CarroceriaModelo;expOrig;expModif;disposicion;tacografoMarca;tacografoNro;linea;chasisNro;chasisMarca;chasisModelo;accesibilidad;jurisdiccion;aireAcondicionado;vigenciaHasta
AD414CL;4836;"SERVICIO COMÚN";2019;25;2042;30545775855;"TRANSPORTES AUTOMOTORES RIACHUELO S.A.";11/01/2027;256088;CENT;"URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO";TODOBUS;;65134/2016;;0056/16;;;100;8BBC59B1AKM002762;AGRALE;"MT 15.0 LE Euro V";SI;JN:NACIONAL;SI;UC:2029-12-31
AD414CM;4844;"SERVICIO COMÚN";2019;25;2042;30545775855;"TRANSPORTES AUTOMOTORES RIACHUELO S.A.";07/11/2026;115800;CENT;"URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO";TODOBUS;;65134/2016;;0056/16;;;100;8BBC59B1AKM002753;AGRALE;"MT 15.0 LE Euro V";SI;JN:NACIONAL;SI;UC:2029-12-31
AD414CN;4846;"SERVICIO COMÚN";2019;25;2042;30545775855;"TRANSPORTES AUTOMOTORES RIACHUELO S.A.";24/12/2026;255233;CENT;"URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO";TODOBUS;;65134/2016;;0056/16;;;100;8BBC59B1AKM002756;AGRALE;"MT 15.0 LE Euro V";SI;JN:NACIONAL;SI;UC:2029-12-31
AD414CO;4863;"SERVICIO COMÚN";2019;25;2042;30545775855;"TRANSPORTES AUTOMOTORES RIACHUELO S.A.";13/11/2026;119190;CENT;"URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO";TODOBUS;;65134/2016;;0056/16;;;100;8BBC59B1AKM002757;AGRALE;"MT 15.0 LE Euro V";SI;JN:NACIONAL;SI;UC:2029-12-31
AD414CP;4826;"SERVICIO COMÚN";2019;25;2042;30545775855;"TRANSPORTES AUTOMOTORES RIACHUELO S.A.";20/11/2026;119334;CENT;"URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO";TODOBUS;;65134/2016;;0056/16;;;100;8BBC59B1AKM002760;AGRALE;"MT 15.0 LE Euro V";SI;JN:NACIONAL;SI;UC:2029-12-31
AD414CQ;4823;"SERVICIO COMÚN";2019;25;2042;30545775855;"TRANSPORTES AUTOMOTORES RIACHUELO S.A.";17/10/2026;114334;CENT;"URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO";TODOBUS;;65134/2016;;0056/16;;;100;8BBC59B1AKM002758;AGRALE;"MT 15.0 LE Euro V";SI;JN:NACIONAL;SI;UC:2029-12-31
AD414CW;4834;"SERVICIO COMÚN";2019;25;2042;30545775855;"TRANSPORTES AUTOMOTORES RIACHUELO S.A.";12/11/2026;119149;CENT;"URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO";TODOBUS;;65134/2016;;0056/16;;;100;8BBC59B1AKM002761;AGRALE;"MT 15.0 LE Euro V";SI;JN:NACIONAL;SI;UC:2029-12-31
AD414CX;4843;"SERVICIO COMÚN";2019;25;2042;30545775855;"TRANSPORTES AUTOMOTORES RIACHUELO S.A.";14/02/2027;418933;CENT;"URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO";TODOBUS;;65134/2016;;0056/16;;;100;8BBC59B1AKM002763;AGRALE;"MT 15.0 LE Euro V";SI;JN:NACIONAL;SI;UC:2029-12-31
AD414DQ;4824;"SERVICIO COMÚN";2019;25;2042;30545775855;"TRANSPORTES AUTOMOTORES RIACHUELO S.A.";18/11/2026;119295;CENT;"URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO";TODOBUS;;65134/2016;;0056/16;;;100;8BBC59B1AKM002759;AGRALE;"MT 15.0 LE Euro V";SI;JN:NACIONAL;SI;UC:2029-12-31
AD833ZE;4839;"SERVICIO COMÚN";2019;28;2042;30545775855;"TRANSPORTES AUTOMOTORES RIACHUELO S.A.";13/02/2027;418901;CENT;"URBANO PISO BAJO MOVILIDAD REDUCIDA CON AIRE ACONDICIONADO";TODOBUS;;65132/2016;;0057/16;;;100;8BBC67B1AKM001369;AGRALE;"MT 17.0 LE 6000";SI;JN:NACIONAL;SI;UC:2029-12-31
